Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-02-12,79.40457916259766,79.40943007689862,78.01402569685219,78.01402569685219,113730400
2020-02-13,78.83914184570312,79.16676004463604,78.47027235558737,78.67412186901794,94747600
2020-02-14,78.8585433959961,79.10850246780329,78.34891601878451,78.80757547409223,80113600
2020-02-18,77.41461181640625,77.59662109183667,76.34924730268484,76.53125657811528,152531200
2020-02-19,78.5357894897461,78.76633753940254,77.65729255269991,77.65729255269991,93984000
2020-02-20,77.73008728027344,78.78574250032466,77.22288901629881,78.29553354521413,100566000
2020-02-21,75.97066497802734,77.76649566805042,75.35183643347615,77.32238890983989,129554000
2020-02-24,72.3620376586914,73.8181119648714,70.19006459555902,72.13877707909086,222195200
2020-02-25,69.91096496582031,73.4176795737371,69.43774534651452,73.03425000192122,230673600
2020-02-26,71.02001953125,72.28923357582319,69.5275449173606,69.53482499231708,198054800
2020-02-27,66.3775405883789,69.40617640682727,66.24164097530495,68.21705108944346,320605600
2020-02-28,66.3387451171875,67.56427882911555,62.215630206085294,62.431618127058165,426510000
2020-03-02,72.51493835449219,73.1531855467126,67.39683723058747,68.50345328948697,341397200
2020-03-03,70.21189880371094,73.77442519005979,69.3576638774749,73.69434436871329,319475600
2020-03-04,73.4686508178711,73.62881987433597,71.13650877871662,71.93977581539738,219178400
2020-03-05,71.0855484008789,72.69450423193115,70.7191006767236,71.71650798671432,187572800
2020-03-06,70.14151763916016,70.5759151634938,68.24862422437134,68.43548440571074,226176800
2020-03-09,64.59388732910156,67.48661751740467,63.824591466108316,64.00660075736148,286744800
2020-03-10,69.24602508544922,69.51297346708441,65.37044115282052,67.25606172575357,285290000
2020-03-11,66.84107208251953,68.24618550081415,65.97470631539656,67.31672823268998,255598800
2020-03-12,60.24020767211914,65.52333058622261,60.18439253845632,62.11126440817364,418474000
2020-03-13,67.45748901367188,67.93071607578169,61.38565875889742,64.28325061879912,370732000
2020-03-16,58.779293060302734,62.873283657436204,58.242970742071286,58.71619413875295,322423600
2020-03-17,61.36382293701172,62.516544687820904,57.854682347294336,60.06548857627604,324056000
2020-03-18,59.861629486083984,60.6697510139483,57.54404425675361,58.187145839294104,300233600
2020-03-19,59.402976989746094,61.358969521399985,58.87636390068454,60.03636945225578,271857200
2020-03-20,55.631736755371094,61.11385462075303,55.330813454385684,59.98539501929856,401693200
2020-03-23,54.449893951416016,55.45215955190559,51.595989830091725,55.350234801464175,336752800
2020-03-24,59.91259765625,60.10916707001685,56.85969513959366,57.359613328429845,287531200
2020-03-25,59.582557678222656,62.67186075528643,59.28648895944169,60.851767993758266,303602000
2020-03-26,62.71796798706055,62.77620858330938,59.78640491258839,59.82523444541299,252087200
2020-03-27,60.12130355834961,62.09428153233142,59.95385443702902,61.33712415208677,204216800
2020-03-30,61.837039947509766,62.0093436795025,60.52414557218957,60.84933827038797,167976400
2020-03-31,61.71084976196289,63.700817094858024,61.15511640489983,62.0287624061651,197002000
2020-04-01,58.463802337646484,60.35912485054445,58.03183398758983,59.82037714150967,176218400
2020-04-02,59.43936538696289,59.49275506292741,57.49065332322106,58.32546967140694,165934000
2020-04-03,58.58513259887695,59.626223778628386,57.99299530380675,58.92245622805385,129880000
2020-04-06,63.69596481323242,63.851275540137046,60.51929722354272,60.88816668017039,201820400
2020-04-07,62.95821762084961,65.93589399470639,62.853867417629125,65.71747694762487,202887200
2020-04-08,64.5696029663086,64.88508270225176,63.395037501230945,63.76147775323179,168895200
2020-04-09,65.03555297851562,65.54032952455171,64.2371442763535,65.20786042767898,161834800
2020-04-13,66.31204223632812,66.42125075775364,64.51136064871955,65.11320728466447,131022800
2020-04-14,69.6610336303711,69.95225151668276,67.47692170096903,67.95014891473087,194994800
2020-04-15,69.02517700195312,69.48626555936471,68.10299988712995,68.53253899378625,131154400
2020-04-16,69.57364654541016,69.94009422345636,68.5204205220071,69.7410956561746,157125200
2020-04-17,68.6296157836914,69.636739522461,67.18810198275611,69.08828263215949,215250000
2020-04-20,67.20511627197266,68.35784190926253,67.18570520408012,67.45265367496387,130015200
2020-04-21,65.12776184082031,67.28275253901889,64.41428499057956,67.04735361351801,180991600
2020-04-22,67.0036849975586,67.4405043108994,66.05723821466911,66.39940914673265,116862400
2020-04-23,66.74402618408203,68.37482987612435,66.70519664308368,66.94787571984011,124814400
2020-04-24,68.6708984375,68.68060767421453,67.22210405742399,67.27064283501898,126161200
2020-04-27,68.71942901611328,69.05189812563647,67.93800218832392,68.38695250061332,117087600
2020-04-28,67.60552978515625,69.36495298340253,67.51331796268283,69.18294368703222,112004800
2020-04-29,69.8260498046875,70.29684778168853,68.89416308692655,69.0980126121264,137280800
2020-04-30,71.29908752441406,71.47624586127782,69.97649141267905,70.36720104938254,183064000
2020-05-01,70.15121459960938,72.56101509610286,69.36978798695081,69.46685809785768,240616800
2020-05-04,71.1437759399414,71.27239551263796,69.48385248239573,70.17548910786692,133568000
2020-05-05,72.2115707397461,73.04638718577591,71.45926427424553,71.60487317175793,147751200
2020-05-06,72.95660400390625,73.58999276968885,72.5294865058915,72.91534530676655,142333600
2020-05-07,73.71131896972656,74.05835557711725,73.28177979492443,73.58512855265982,115215200
2020-05-08,75.46577453613281,75.51930873875061,74.04469357012428,74.37319856682336,133838400
2020-05-11,76.65326690673828,77.14966694282032,74.7625416518722,74.97181444929954,145946400
2020-05-12,75.77723693847656,77.79205798459127,75.655568982972,77.33944932858249,162301200
2020-05-13,74.86229705810547,76.88198972405412,73.78188493945902,75.95730873840742,200622400
2020-05-14,75.32220458984375,75.38303857132479,73.373081446864,74.09822517948626,158929200
2020-05-15,74.87690734863281,74.92314177584109,73.05188761996168,73.08595821938853,166348400
2020-05-18,76.64110565185547,77.01584517686892,75.51203045613542,76.20553955193793,135178400
2020-05-19,76.1982192993164,77.50736040977804,76.16658443916718,76.65812036126512,101729600
2020-05-20,77.68014526367188,77.75070734904016,77.02069943070256,77.05963407747018,111504800
2020-05-21,77.10100555419922,78.08408497746194,76.86253362412333,77.54144307709652,102688800
2020-05-22,77.59739685058594,77.68013017413679,76.73598559499173,76.83818252513326,81803200
2020-05-26,77.07180786132812,78.89925602718259,77.01583791238306,78.71918977774382,125522000
2020-05-27,77.40760040283203,77.55360346730318,76.18605652967298,76.92823567989113,112945200
2020-05-28,77.44168090820312,78.7045953244802,76.80414178535541,77.08154095991135,133560800
2020-05-29,77.36622619628906,78.14733245248436,77.00852208206489,77.6849956705814,153532400
2020-06-01,78.31768798828125,78.43935598036309,77.18860545726987,77.32000896800524,80791200
2020-06-02,78.68022918701172,78.70456426226943,77.60711697454131,78.04999009575558,87642800
2020-06-03,79.1133804321289,79.37618740858451,78.42717129207927,79.00144797787304,104491200
2020-06-04,78.43203735351562,79.23504293791275,78.05729794865285,78.9357445019579,87560400
2020-06-05,80.6658706665039,80.72670465644849,78.65348495250613,78.68268407951567,137250400
2020-06-08,81.14280700683594,81.17687760567065,79.64872807646304,80.36170065582685,95654400
2020-06-09,83.70512390136719,84.09932691847067,80.78996422247816,80.82159908143493,147712400
2020-06-10,85.85865783691406,86.32829444981938,84.21614013366542,84.65657762001017,166651600
2020-06-11,81.73654174804688,85.42551553412683,81.63434481058569,84.99967763398335,201662400
2020-06-12,82.44223022460938,84.63225412884543,81.32775466079362,83.882782549069,200146000
2020-06-15,83.4617919921875,84.1163662672843,80.92866395631923,81.09170230417108,138808800
2020-06-16,85.67374420166016,85.9462867868449,83.88279462660299,85.52287705469922,165428800
2020-06-17,85.55449676513672,86.48160625971012,85.43282877449953,86.42077226439153,114406400
2020-06-18,85.58854675292969,86.00708483695735,84.97777121070888,85.51067747543081,96820400
2020-06-19,85.09944915771484,86.76386617293707,83.9874020783935,86.29666530516798,264476000
2020-06-22,87.32597351074219,87.46954083393744,85.4474196297417,85.4936540555532,135445200
2020-06-23,89.18991088867188,90.61342744886733,88.15329753465893,88.57427133276799,212155600
2020-06-24,87.61554718017578,89.73987283324034,87.24080771386359,88.81762744432615,192623200
2020-06-25,88.7786865234375,88.81762116630449,87.00963685193202,87.77127955859044,137522400
2020-06-26,86.05088806152344,88.89548574168278,85.90244927933195,88.67404914924855,205256800
2020-06-29,88.03409576416016,88.12900036647599,85.47906782275209,85.95844002880014,130646000
2020-06-30,88.76895904541016,89.05610113430572,87.60094935771706,87.62041296790133,140223200
2020-07-01,88.60103607177734,89.39187779218567,88.55237334459665,88.84680772121614,110737200
2020-07-02,88.60103607177734,90.14865634616976,88.48667532119246,89.51111743972731,114041600
2020-07-06,90.97114562988281,91.44078222719904,90.00266588363523,90.03430074503379,118655600
2020-07-07,90.68888092041016,92.1318614031436,90.57694845637647,91.35075503882443,112424400
2020-07-08,92.80103302001953,92.83266788269125,91.58191749535032,91.66952230167387,117092000
2020-07-09,93.20010375976562,93.75003795219516,92.14889068283713,93.6965037466287,125642800
2020-07-10,93.36312866210938,93.42153433551938,92.18051959638903,92.79372347201921,90257200
2020-07-13,92.93242645263672,97.29057387515883,92.71828964483974,94.67227687695217,191649200
2020-07-14,94.47032165527344,94.66255171537146,91.37508797222462,92.31192546978035,170989200
2020-07-15,95.1200180053711,96.60193299733245,93.91793786080713,96.35129727473847,153198000
2020-07-16,93.9495849609375,94.80856064892015,93.34854481035306,93.98851960775556,110577600
2020-07-17,93.75977325439453,94.55791486444917,93.2852651867788,94.40218371971898,92186800
2020-07-20,95.73565673828125,95.8743600058145,93.50183459957924,93.84737490055309,90318000
2020-07-21,94.41435241699219,96.60437605553066,94.16371667540041,96.52894250206293,103433200
